, ,Number of genomes,gene_class
3404,Cluster 3404,1,accessory
3405,Cluster 3405,1,accessory
3406,Cluster 3406,1,accessory
3407,Cluster 3407,1,accessory
3408,Cluster 3408,1,accessory
3409,Cluster 3409,1,accessory
3410,Cluster 3410,1,accessory
3411,Cluster 3411,1,accessory
3412,Cluster 3412,1,accessory
3413,Cluster 3413,1,accessory
3414,Cluster 3414,1,accessory
3415,Cluster 3415,1,accessory
3416,Cluster 3416,1,accessory
3417,Cluster 3417,1,accessory
3418,Cluster 3418,1,accessory
3419,Cluster 3419,1,accessory
3420,Cluster 3420,1,accessory
3421,Cluster 3421,1,accessory
3422,Cluster 3422,1,accessory
3423,Cluster 3423,1,accessory
3424,Cluster 3424,1,accessory
3425,Cluster 3425,1,accessory
3426,Cluster 3426,1,accessory
3427,Cluster 3427,1,accessory
3428,Cluster 3428,1,accessory
3429,Cluster 3429,1,accessory
3430,Cluster 3430,1,accessory
3431,Cluster 3431,1,accessory
3432,Cluster 3432,1,accessory
3433,Cluster 3433,1,accessory
3434,Cluster 3434,1,accessory
3435,Cluster 3435,1,accessory
3436,Cluster 3436,1,accessory
3437,Cluster 3437,1,accessory
3438,Cluster 3438,1,accessory
3439,Cluster 3439,1,accessory
3440,Cluster 3440,1,accessory
3441,Cluster 3441,1,accessory
3442,Cluster 3442,1,accessory
3443,Cluster 3443,1,accessory
3444,Cluster 3444,1,accessory
3445,Cluster 3445,1,accessory
3446,Cluster 3446,1,accessory
3447,Cluster 3447,1,accessory
3448,Cluster 3448,1,accessory
3449,Cluster 3449,1,accessory
3450,Cluster 3450,1,accessory
3451,Cluster 3451,1,accessory
3452,Cluster 3452,1,accessory
3453,Cluster 3453,1,accessory
3454,Cluster 3454,1,accessory
3455,Cluster 3455,1,accessory
3456,Cluster 3456,1,accessory
3457,Cluster 3457,1,accessory
3458,Cluster 3458,1,accessory
3459,Cluster 3459,1,accessory
3460,Cluster 3460,1,accessory
3461,Cluster 3461,1,accessory
3462,Cluster 3462,2,accessory
3463,Cluster 3463,1,accessory
3464,Cluster 3464,1,accessory
3465,Cluster 3465,1,accessory
3466,Cluster 3466,1,accessory
3467,Cluster 3467,1,accessory
3468,Cluster 3468,1,accessory
3469,Cluster 3469,1,accessory
3470,Cluster 3470,1,accessory
3471,Cluster 3471,1,accessory
3472,Cluster 3472,1,accessory
3473,Cluster 3473,1,accessory
3474,Cluster 3474,1,accessory
3475,Cluster 3475,1,accessory
3476,Cluster 3476,1,accessory
3477,Cluster 3477,1,accessory
3478,Cluster 3478,1,accessory
3479,Cluster 3479,1,accessory
3480,Cluster 3480,1,accessory
3481,Cluster 3481,1,accessory
3482,Cluster 3482,1,accessory
3483,Cluster 3483,1,accessory
3484,Cluster 3484,1,accessory
3485,Cluster 3485,1,accessory
3486,Cluster 3486,1,accessory
3487,Cluster 3487,1,accessory
3488,Cluster 3488,1,accessory
3489,Cluster 3489,1,accessory
3490,Cluster 3490,1,accessory
3491,Cluster 3491,1,accessory
3492,Cluster 3492,1,accessory
3493,Cluster 3493,1,accessory
3494,Cluster 3494,1,accessory
3495,Cluster 3495,1,accessory
3496,Cluster 3496,1,accessory
3497,Cluster 3497,1,accessory
3498,Cluster 3498,1,accessory
3499,Cluster 3499,1,accessory
3500,Cluster 3500,1,accessory
3501,Cluster 3501,1,accessory
3502,Cluster 3502,1,accessory
3503,Cluster 3503,1,accessory
3504,Cluster 3504,1,accessory
3505,Cluster 3505,1,accessory
3506,Cluster 3506,1,accessory
3507,Cluster 3507,1,accessory
3508,Cluster 3508,1,accessory
3509,Cluster 3509,1,accessory
3510,Cluster 3510,1,accessory
3511,Cluster 3511,1,accessory
3512,Cluster 3512,1,accessory
3513,Cluster 3513,1,accessory
3514,Cluster 3514,1,accessory
3515,Cluster 3515,2,accessory
3516,Cluster 3516,1,accessory
3517,Cluster 3517,1,accessory
3518,Cluster 3518,1,accessory
3519,Cluster 3519,1,accessory
3520,Cluster 3520,1,accessory
3521,Cluster 3521,1,accessory
3522,Cluster 3522,1,accessory
3523,Cluster 3523,1,accessory
3524,Cluster 3524,1,accessory
3525,Cluster 3525,1,accessory
3526,Cluster 3526,1,accessory
3527,Cluster 3527,1,accessory
3528,Cluster 3528,1,accessory
3529,Cluster 3529,1,accessory
3530,Cluster 3530,1,accessory
3531,Cluster 3531,1,accessory
3532,Cluster 3532,1,accessory
3533,Cluster 3533,1,accessory
3534,Cluster 3534,1,accessory
3535,Cluster 3535,1,accessory
3536,Cluster 3536,1,accessory
3537,Cluster 3537,1,accessory
3538,Cluster 3538,1,accessory
3539,Cluster 3539,1,accessory
3540,Cluster 3540,2,accessory
3541,Cluster 3541,1,accessory
3542,Cluster 3542,1,accessory
3543,Cluster 3543,1,accessory
3544,Cluster 3544,1,accessory
3545,Cluster 3545,1,accessory
3546,Cluster 3546,1,accessory
3547,Cluster 3547,1,accessory
3548,Cluster 3548,1,accessory
3549,Cluster 3549,1,accessory
3550,Cluster 3550,1,accessory
3551,Cluster 3551,1,accessory
3552,Cluster 3552,1,accessory
3553,Cluster 3553,1,accessory
3554,Cluster 3554,1,accessory
3555,Cluster 3555,1,accessory
3556,Cluster 3556,2,accessory
3557,Cluster 3557,1,accessory
3558,Cluster 3558,1,accessory
3559,Cluster 3559,1,accessory
3560,Cluster 3560,1,accessory
3561,Cluster 3561,1,accessory
3562,Cluster 3562,1,accessory
3563,Cluster 3563,1,accessory
3564,Cluster 3564,1,accessory
3565,Cluster 3565,1,accessory
3566,Cluster 3566,1,accessory
3567,Cluster 3567,1,accessory
3568,Cluster 3568,1,accessory
3569,Cluster 3569,1,accessory
3570,Cluster 3570,1,accessory
3571,Cluster 3571,1,accessory
3572,Cluster 3572,1,accessory
3573,Cluster 3573,1,accessory
3574,Cluster 3574,1,accessory
3575,Cluster 3575,1,accessory
3576,Cluster 3576,1,accessory
3577,Cluster 3577,1,accessory
3578,Cluster 3578,1,accessory
3579,Cluster 3579,1,accessory
3580,Cluster 3580,1,accessory
3581,Cluster 3581,1,accessory
3582,Cluster 3582,1,accessory
3583,Cluster 3583,1,accessory
3584,Cluster 3584,1,accessory
3585,Cluster 3585,1,accessory
3586,Cluster 3586,1,accessory
3587,Cluster 3587,1,accessory
3588,Cluster 3588,1,accessory
3589,Cluster 3589,1,accessory
3590,Cluster 3590,1,accessory
3591,Cluster 3591,1,accessory
3592,Cluster 3592,1,accessory
3593,Cluster 3593,1,accessory
3594,Cluster 3594,1,accessory
3595,Cluster 3595,1,accessory
3596,Cluster 3596,1,accessory
3597,Cluster 3597,1,accessory
3598,Cluster 3598,1,accessory
3599,Cluster 3599,1,accessory
3600,Cluster 3600,1,accessory
3601,Cluster 3601,1,accessory
3602,Cluster 3602,1,accessory
3603,Cluster 3603,1,accessory
3604,Cluster 3604,1,accessory
3605,Cluster 3605,1,accessory
3606,Cluster 3606,1,accessory
3607,Cluster 3607,1,accessory
3608,Cluster 3608,1,accessory
3609,Cluster 3609,1,accessory
3610,Cluster 3610,1,accessory
3611,Cluster 3611,1,accessory
3612,Cluster 3612,1,accessory
3613,Cluster 3613,1,accessory
3614,Cluster 3614,1,accessory
3615,Cluster 3615,1,accessory
3616,Cluster 3616,1,accessory
3617,Cluster 3617,1,accessory
3618,Cluster 3618,1,accessory
3619,Cluster 3619,1,accessory
3620,Cluster 3620,1,accessory
3621,Cluster 3621,1,accessory
3622,Cluster 3622,1,accessory
3623,Cluster 3623,1,accessory
3624,Cluster 3624,1,accessory
3625,Cluster 3625,1,accessory
3626,Cluster 3626,1,accessory
3627,Cluster 3627,1,accessory
3628,Cluster 3628,1,accessory
3629,Cluster 3629,1,accessory
3630,Cluster 3630,1,accessory
3631,Cluster 3631,1,accessory
3632,Cluster 3632,1,accessory
3633,Cluster 3633,1,accessory
3634,Cluster 3634,1,accessory
3635,Cluster 3635,1,accessory
3636,Cluster 3636,1,accessory
3637,Cluster 3637,1,accessory
3638,Cluster 3638,1,accessory
3639,Cluster 3639,1,accessory
3640,Cluster 3640,1,accessory
3641,Cluster 3641,1,accessory
3642,Cluster 3642,1,accessory
3643,Cluster 3643,1,accessory
3644,Cluster 3644,1,accessory
3645,Cluster 3645,1,accessory
3646,Cluster 3646,1,accessory
3647,Cluster 3647,1,accessory
3648,Cluster 3648,1,accessory
3649,Cluster 3649,1,accessory
3650,Cluster 3650,1,accessory
3651,Cluster 3651,1,accessory
3652,Cluster 3652,1,accessory
3653,Cluster 3653,1,accessory
3654,Cluster 3654,1,accessory
3655,Cluster 3655,1,accessory
3656,Cluster 3656,1,accessory
3657,Cluster 3657,1,accessory
3658,Cluster 3658,1,accessory
3659,Cluster 3659,1,accessory
3660,Cluster 3660,1,accessory
3661,Cluster 3661,1,accessory
3662,Cluster 3662,1,accessory
3663,Cluster 3663,1,accessory
3664,Cluster 3664,1,accessory
3665,Cluster 3665,1,accessory
3666,Cluster 3666,1,accessory
3667,Cluster 3667,1,accessory
3668,Cluster 3668,1,accessory
3669,Cluster 3669,1,accessory
3670,Cluster 3670,1,accessory
3671,Cluster 3671,1,accessory
